nom,prix_brut,description,prix,marque,ram_gb,gamme,score_prix_perf
"Pc Portable HP 15-fc0092nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Blanc Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte","1 899,000 DT","Pc Portable HP 15-fc0092nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Blanc Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte
[BU-BV9F4EA]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur AMD Ryzen 5 7520U, (jusqu'à 4.3 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon Graphics - Wi-Fi - Bluetooth - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x prise adaptateur secteur Smart Pin - 1x prise combinée casque/microphone - Clavier de taille standard gris clair avec pavé numérique - Windows 11 - Couleur Blanc - Garantie 1 an Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte












































En stock


1 899,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1899.0,PC,8,Premium,237.375
"Pc Portable HP 15-fc0091nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Bleu Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte","1 899,000 DT","Pc Portable HP 15-fc0091nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Bleu Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte
[BU-BV9F3EA]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur AMD Ryzen 5 7520U, (jusqu'à 4.3 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon Graphics - Wi-Fi - Bluetooth - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x prise adaptateur secteur Smart Pin - 1x prise combinée casque/microphone - Clavier de taille standard gris clair avec pavé numérique - Windows 11 - Couleur Bleu - Garantie 1 an Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte












































En stock


1 899,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1899.0,PC,8,Premium,237.375
"Pc Portable HP 15-fc0090nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Gold Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte","1 899,000 DT","Pc Portable HP 15-fc0090nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Gold Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte
[BU-BV9F2EA]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur AMD Ryzen 5 7520U, (jusqu'à 4.3 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon Graphics - Wi-Fi - Bluetooth - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x prise adaptateur secteur Smart Pin - 1x prise combinée casque/microphone - Clavier de taille standard gris clair avec pavé numérique - Windows 11 - Couleur Gold - Garantie 1 an Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte












































En stock


1 899,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1899.0,PC,8,Premium,237.375
"Pc Portable HP 15-fc0127nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Silver Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte","1 899,000 DT","Pc Portable HP 15-fc0127nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Silver Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte
[BU-C2YZ5EA]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur AMD Ryzen 5 7520U, (jusqu'à 4.3 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon Graphics - Wi-Fi - Bluetooth - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x prise adaptateur secteur Smart Pin - 1x prise combinée casque/microphone - Clavier de taille standard gris clair avec pavé numérique - Windows 11 - Couleur Silver - Garantie 1 an Avec Sac à dos HP Prelude 15.6"" 2Z8P3AA Offerte












































En stock


1 899,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1899.0,PC,8,Premium,237.375
Pc Portable Dell Pro 15 Essential PV15250 / Core 3 100U / 16 Go / 512 Go SSD / Noir,"1 899,000 DT","Pc Portable Dell Pro 15 Essential PV15250 / Core 3 100U / 16 Go / 512 Go SSD / Noir
[PV15250-RPLU004P-UBU-16]


Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD avec microphone intégré  - Lecteur d'empreintes digitale - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - port USB 3.2 - port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - FreeDos - Couleur Noir - Garantie 1 an












































En stock


1 899,000 DT
Prix de base
2 159,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1899.0,PC,16,Premium,118.6875
Pc Portable HP 15-fc0091nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Bleu,"1 899,000 DT","Pc Portable HP 15-fc0091nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Bleu
[BV9F3EA]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur AMD Ryzen 5 7520U, (jusqu'à 4.3 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon Graphics - Wi-Fi - Bluetooth - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x prise adaptateur secteur Smart Pin - 1x prise combinée casque/microphone - Clavier de taille standard gris clair avec pavé numérique - Windows 11 - Couleur Bleu - Garantie 1 an












































En stock


1 899,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1899.0,PC,8,Premium,237.375
Pc Portable HP 15-fc0092nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Blanc,"1 899,000 DT","Pc Portable HP 15-fc0092nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Blanc
[BV9F4EA]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur AMD Ryzen 5 7520U, (jusqu'à 4.3 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon Graphics - Wi-Fi - Bluetooth - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x prise adaptateur secteur Smart Pin - 1x prise combinée casque/microphone - Clavier de taille standard gris clair avec pavé numérique - Windows 11 - Couleur Blanc - Garantie 1 an












































En stock


1 899,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1899.0,PC,8,Premium,237.375
Pc Portable Dell Vostro 3530 / i3-1305U / 16 Go / 512 Go SSD / Noir,"1 899,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 16 Go / 512 Go SSD / Noir
[N1612QVNB3530-UBU-16]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - FreeDos - Couleur Noir - Garantie 1 an  












































En stock


1 899,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1899.0,PC,16,Premium,118.6875
Pc Portable Dell Pro 15 Essential PV15250 / Core 3 / 16 Go / 512 Go SSD / Noir,"1 899,000 DT","Pc Portable Dell Pro 15 Essential PV15250 / Core 3 / 16 Go / 512 Go SSD / Noir
[PV15250-RPLU004P-UBUI3-16]


Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD avec microphone intégré  - Lecteur d'empreintes digitale - Wi-Fi 6 - Bluetooth - Port USB 3.2 - port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - FreeDos - Couleur Noir - Garantie 1 an












































En stock


1 899,000 DT
Prix de base
2 159,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1899.0,PC,16,Premium,118.6875
Pc Portable Dell 15 DC15250 / Core 3 100U / 16 Go / 512 Go SSD / Noir,"1 905,000 DT","Pc Portable Dell 15 DC15250 / Core 3 100U / 16 Go / 512 Go SSD / Noir
[DC15250RPLU020PU-16]


Écran 15.6"" Full HD, 120 Hz, IPS - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD RVB 720p à 30 ips, un microphone intégré - Clavier non rétroéclairé (AZERTY), français - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x port USB 3.2 - 1x port USB 2.0 - 2x port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - FreeDos - Couleur Noir - Garantie 1 an












































En stock


1 905,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1905.0,PC,16,Premium,119.0625
Pc Portable Dell Vostro 3530 / i3-1305U / 16 Go / 512 Go SSD / Noir Avec Sacoche Offerte,"1 909,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 16 Go / 512 Go SSD / Noir Avec Sacoche Offerte
[N1612QVNB3530-UBU-16SAC]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - FreeDos - Couleur Noir - Garantie 1 an Avec Sacoche Offerte  












































En stock


1 909,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1909.0,PC,16,Premium,119.3125
PC PORTABLE LENOVO IPS3 R5-7520U 16G / 512 Go SSD / GREY + SACOCHE LENOVO,"1 939,000 DT","PC PORTABLE LENOVO IPS3 R5-7520U 16G / 512 Go SSD / GREY + SACOCHE LENOVO
[82XQ00M7FG-2Y]


Écran 15.6"" FHD (1920 x 1080), antireflet - Processeur : AMD Ryzen™ 5 7520U, (jusqu’à 4,3 GHz, 4 Mo de mémoire cache) - Mémoire 16 Go LPDDR5-5500 - Disque SSD M.2 NVMe 512 Go - Carte graphique intégrée AMD Radeon™ 610M - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2 ports USB 3.2 Gen 1 - 1x USB-C 3.2 Gen 1 - 1x HDMI 1.4 - 1x lecteur de carte - 1x prise combinée casque/microphone (3.5 mm) - systeme d'exploitation : FreeDos - Couleur Gris - Garantie 2 ans+ SACOCHE LENOVO












































En stock


1 939,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1939.0,PC,512,Premium,3.787109375
Pc Portable Dell Pro 15 Essential PV15250 / Core 3 / 16 Go / 512 Go SSD / Noir / Windows 11 Pro,"1 949,000 DT","Pc Portable Dell Pro 15 Essential PV15250 / Core 3 / 16 Go / 512 Go SSD / Noir / Windows 11 Pro
[PV15250-RPLU004P-UBUI316W]


Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD avec microphone intégré  - Lecteur d'empreintes digitale - Wi-Fi 6 - Bluetooth - Port USB 3.2 - port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - Windows 11 Pro - Couleur Noir - Garantie 1 an












































En stock


1 949,000 DT
Prix de base
2 209,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1949.0,PC,16,Premium,121.8125
Pc Portable Dell 15 DC15250 / Core 3 100U / 16 Go / 512 Go SSD / Windows 11 Pro / Noir,"1 955,000 DT","Pc Portable Dell 15 DC15250 / Core 3 100U / 16 Go / 512 Go SSD / Windows 11 Pro / Noir
[DC15250RPLU020PU-16W11P]


Écran 15.6"" Full HD, 120 Hz, IPS - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD RVB 720p à 30 ips, un microphone intégré - Clavier non rétroéclairé (AZERTY), français - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x port USB 3.2 - 1x port USB 2.0 - 2x port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - Windows 11 Pro - Couleur Noir - Garantie 1 an












































En stock


1 955,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1955.0,PC,16,Premium,122.1875
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 8 Go,"1 959,000 DT","Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 8 Go
[9M3Q0AT]


            	Ecran 15.6"" Full HD IPS - Processeur AMD Ryzen 5 5625U, up to 4.3 Ghz, 16 Mo de mémoire L3 dédiée - RAM 8 Go DDR4 3200 MHz - Disque SSD NVMe PCIe 512 Go - Carte graphique AMD Radeon Graphics - Lecteur d'empreintes Digitales - Wifi 6 - Bluetooth 5.3 - 1x Ethernet Gigabit - Webcam HD 720p - 1x USB Type C - 3x USB 5Gbps - 1x HDMI 2.0b - 1x Port Casque Micro - Garantie 1 an
                          











































En stock


1 959,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1959.0,PC,8,Premium,244.875
Pc Portable Dell Vostro 3530 / i3-1305U / 16 Go / 512 Go SSD / Windows 11 Pro / Noir,"1 959,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 16 Go / 512 Go SSD / Windows 11 Pro / Noir
[N1612QVNB3530-UBU-16W11P]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - Windows 11 Pro - Couleur Noir - Garantie 1 an  












































En stock


1 959,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1959.0,PC,16,Premium,122.4375
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 16 Go / 512 Go SSD / Windows 11 / Silver,"1 965,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 16 Go / 512 Go SSD / Windows 11 / Silver
[X1504VA-BQ2895W-16]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Silver - Garantie 1 an












































En stock


1 965,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1965.0,PC,16,Premium,122.8125
Pc Portable Dell Vostro 3530 / i3-1305U / 16 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche Offerte,"1 969,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 16 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche Offerte
[N1612QVNB3530-UBU-16W11-S]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - Windows 11 Pro - Couleur Noir - Garantie 1 an Avec Sacoche Offerte  












































En stock


1 969,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1969.0,PC,16,Premium,123.0625
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 16 Go / 512 Go SSD / Windows 11 / Silver Avec Sacoche Offerte,"1 975,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 16 Go / 512 Go SSD / Windows 11 / Silver Avec Sacoche Offerte
[X1504VA-BQ2895W-16SAC]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Silver - Garantie 1 an Avec Sacoche Offerte












































En stock


1 975,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1975.0,PC,16,Premium,123.4375
Pc Portable HP 15-fd0598nk / i3-1315U / 16 Go / 512 Go SSD / Silver,"1 975,000 DT","Pc Portable HP 15-fd0598nk / i3-1315U / 16 Go / 512 Go SSD / Silver
[CV3M9EA-16]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur Intel Core i3-1315U , (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD intégrée - Wi-Fi 6 - Bluetooth 5.4 - Clavier rétroéclairé - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 2x ports USB Type-A (vitesse de transfert de 5 Gbit/s) - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - 1x port USB Type-C - FreeDOS - Couleur Silver - Garantie 1 an












































En stock


1 975,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1975.0,PC,16,Premium,123.4375
Pc Portable HP 15-fd0438nk / i3-1315U / 16 Go / 512 Go SSD / Noir Avec Sacoche HP 2Z8P4AA Offerte,"1 975,000 DT","Pc Portable HP 15-fd0438nk / i3-1315U / 16 Go / 512 Go SSD / Noir Avec Sacoche HP 2Z8P4AA Offerte
[BU-C2BV7EA-16]


Écran 15.6"" Full HD (1920 x 1080), micro-bords, antireflet - Processeur Intel Core i3-1315U 13e génération, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.4 - Clavier noir profond, de grande taille avec pavé numérique - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 1x port USB Type-C - 2x ports USB Type-A - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an Avec Sacoche HP 2Z8P4AA Offerte












































En stock


1 975,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1975.0,PC,16,Premium,123.4375
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 16 Go / 512 Go SSD / Windows 11 / Bleu,"1 975,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 16 Go / 512 Go SSD / Windows 11 / Bleu
[X1504VA-BQ2896W-16]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Bleu silencieux - Garantie 1 an












































En stock


1 975,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1975.0,PC,16,Premium,123.4375
Pc Portable HP 15-fd0438nk / i3-1315U / 16 Go / 512 Go SSD / Noir,"1 975,000 DT","Pc Portable HP 15-fd0438nk / i3-1315U / 16 Go / 512 Go SSD / Noir
[C2BV7EA-16]


Écran 15.6"" Full HD (1920 x 1080), micro-bords, antireflet - Processeur Intel Core i3-1315U 13e génération, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.4 - Clavier noir profond, de grande taille avec pavé numérique - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 1x port USB Type-C - 2x ports USB Type-A - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an












































En stock


1 975,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1975.0,PC,16,Premium,123.4375
Pc Portable HP 15-fd0598nk / i3-1315U / 16 Go / 512 Go SSD / Silver Avec Sacoche HP 2Z8P4AA Offerte,"1 975,000 DT","Pc Portable HP 15-fd0598nk / i3-1315U / 16 Go / 512 Go SSD / Silver Avec Sacoche HP 2Z8P4AA Offerte
[BU-CV3M9EA-16]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur Intel Core i3-1315U , (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD intégrée - Wi-Fi 6 - Bluetooth 5.4 - Clavier rétroéclairé - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 2x ports USB Type-A (vitesse de transfert de 5 Gbit/s) - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - 1x port USB Type-C - FreeDOS - Couleur Silver - Garantie 1 an Avec Sacoche HP 2Z8P4AA Offerte












































En stock


1 975,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1975.0,PC,16,Premium,123.4375
Pc Portable CHUWI ETbook E10 Acer Gadget / Ryzen 5 7430U / 24  Go / 512 Go SSD / Windows 11 / Gris,"1 979,000 DT","Pc Portable CHUWI ETbook E10 Acer Gadget / Ryzen 5 7430U / 24  Go / 512 Go SSD / Windows 11 / Gris
[ERBOOK-E10-24]


Écran 15.6"" Full HD (1920 x 1080), IPS - Processeur AMD Ryzen 5 7430U, (jusqu’à 4.3 GHz, 19 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique AMD Radeon - 2 port Type-C - 2 ports USB 3.0 Type-A - 1 prise audio 3,5 mm - Wi-Fi - Bluetooth - Caméra frontale 1 MP - Windows 11 - Couleur Gris - Garantie 1 an












































En stock


1 979,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1979.0,PC,24,Premium,82.45833333333333
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 16 Go / 512 Go SSD / Windows 11 / Bleu Avec Sacoche Offerte,"1 985,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 16 Go / 512 Go SSD / Windows 11 / Bleu Avec Sacoche Offerte
[X1504VA-BQ2896W-16SAC]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Bleu silencieux - Garantie 1 an Avec Sacoche Offerte












































En stock


1 985,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1985.0,PC,16,Premium,124.0625
PC PORTABLE LENOVO IPS3 R5-7520U 16G / 512 Go SSD / Windows 11 Pro / GREY + SACOCHE LENOVO,"1 989,000 DT","PC PORTABLE LENOVO IPS3 R5-7520U 16G / 512 Go SSD / Windows 11 Pro / GREY + SACOCHE LENOVO
[82XQ00M7FG-2Y-W11P]


Écran 15.6"" FHD (1920 x 1080), antireflet - Processeur : AMD Ryzen™ 5 7520U, (jusqu’à 4,3 GHz, 4 Mo de mémoire cache) - Mémoire 16 Go LPDDR5-5500 - Disque SSD M.2 NVMe 512 Go - Carte graphique intégrée AMD Radeon™ 610M - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2 ports USB 3.2 Gen 1 - 1x USB-C 3.2 Gen 1 - 1x HDMI 1.4 - 1x lecteur de carte - 1x prise combinée casque/microphone (3.5 mm) - systeme d'exploitation : Windows 11 Pro - Couleur Gris - Garantie 2 ans+ SACOCHE LENOVO












































En stock


1 989,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1989.0,PC,512,Premium,3.884765625
